sequence_name,sample_date,epi_week,epi_date,lineage
England/CAMC-134DBD3/2021,2021-02-27,61,2021-02-21,B.1.525
England/ALDP-136DBFB/2021,2021-02-27,61,2021-02-21,B.1.525
England/PHEC-2FD72D/2021,2021-02-27,61,2021-02-21,B.1.525
England/EKHU-2611AD5/2021,2021-02-26,61,2021-02-21,B.1.525
England/QEUH-134B99F/2021,2021-02-26,61,2021-02-21,B.1.525
England/CAMC-134DA03/2021,2021-02-26,61,2021-02-21,B.1.525
England/CAMC-133CD68/2021,2021-02-26,61,2021-02-21,B.1.525
England/CAMC-133CBE6/2021,2021-02-26,61,2021-02-21,B.1.525
England/CAMC-133BC8A/2021,2021-02-25,61,2021-02-21,B.1.525
England/CAMC-1348385/2021,2021-02-25,61,2021-02-21,B.1.525
Scotland/QEUH-132B2B8/2021,2021-02-25,61,2021-02-21,B.1.525
England/MILK-133B16D/2021,2021-02-25,61,2021-02-21,B.1.525
England/EKHU-26115C5/2021,2021-02-24,61,2021-02-21,B.1.525
England/EKHU-26116C2/2021,2021-02-24,61,2021-02-21,B.1.525
England/QEUH-13490F6/2021,2021-02-24,61,2021-02-21,B.1.525
England/CAMC-133C3EE/2021,2021-02-24,61,2021-02-21,B.1.525
England/CAMC-1347131/2021,2021-02-24,61,2021-02-21,B.1.525
England/CAMC-133FF7E/2021,2021-02-24,61,2021-02-21,B.1.525
England/ALDP-1339396/2021,2021-02-24,61,2021-02-21,B.1.525
England/EKHU-26111FE/2021,2021-02-24,61,2021-02-21,B.1.525
England/CAMC-133CA8F/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-133C515/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-133BE66/2021,2021-02-23,61,2021-02-21,B.1.525
Scotland/QEUH-1310C5E/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-13471F5/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-1323784/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-13236A5/2021,2021-02-23,61,2021-02-21,B.1.525
England/CAMC-1323C0D/2021,2021-02-23,61,2021-02-21,B.1.525
Scotland/GGC076/2021,2021-02-22,61,2021-02-21,B.1.525
Scotland/QEUH-130F654/2021,2021-02-22,61,2021-02-21,B.1.525
England/CAMC-1322E62/2021,2021-02-22,61,2021-02-21,B.1.525
England/CAMC-13230A7/2021,2021-02-22,61,2021-02-21,B.1.525
England/CAMC-1322CFF/2021,2021-02-22,61,2021-02-21,B.1.525
England/CAMC-1322EAE/2021,2021-02-22,61,2021-02-21,B.1.525
England/PHEC-2FB631/2021,2021-02-22,61,2021-02-21,B.1.525
England/EKHU-2611AE4/2021,2021-02-21,61,2021-02-21,B.1.525
England/CAMC-1323177/2021,2021-02-21,61,2021-02-21,B.1.525
England/CAMC-1303BE8/2021,2021-02-21,61,2021-02-21,B.1.525
England/ALDP-130665D/2021,2021-02-21,61,2021-02-21,B.1.525
England/ALDP-1302DC5/2021,2021-02-21,61,2021-02-21,B.1.525
England/ALDP-1302C31/2021,2021-02-21,61,2021-02-21,B.1.525
England/CAMC-13479DF/2021,2021-02-20,60,2021-02-14,B.1.525
England/CAMC-13479FD/2021,2021-02-20,60,2021-02-14,B.1.525
England/CAMC-1347B33/2021,2021-02-20,60,2021-02-14,B.1.525
England/MILK-133B3C1/2021,2021-02-20,60,2021-02-14,B.1.525
England/ALDP-130B6FE/2021,2021-02-19,60,2021-02-14,B.1.525
England/QEUH-12E4AB4/2021,2021-02-19,60,2021-02-14,B.1.525
England/ALDP-12EC278/2021,2021-02-19,60,2021-02-14,B.1.525
England/EKHU-2611B78/2021,2021-02-18,60,2021-02-14,B.1.525
England/QEUH-12D0893/2021,2021-02-18,60,2021-02-14,B.1.525
England/MILK-12CAFB5/2021,2021-02-17,60,2021-02-14,B.1.525
England/ALDP-12D9B28/2021,2021-02-17,60,2021-02-14,B.1.525
England/ALDP-12DA231/2021,2021-02-17,60,2021-02-14,B.1.525
England/PHWC-4D1E82/2021,2021-02-17,60,2021-02-14,B.1.525
England/PHWC-4D1E91/2021,2021-02-17,60,2021-02-14,B.1.525
England/MILK-12C6414/2021,2021-02-16,60,2021-02-14,B.1.525
England/EKHU-2610FE6/2021,2021-02-16,60,2021-02-14,B.1.525
England/ALDP-12C5E71/2021,2021-02-15,60,2021-02-14,B.1.525
England/ALDP-12D26F1/2021,2021-02-15,60,2021-02-14,B.1.525
England/ALDP-12BB184/2021,2021-02-14,60,2021-02-14,B.1.525
England/MILK-12A6E3A/2021,2021-02-14,60,2021-02-14,B.1.525
Scotland/QEUH-129ED1A/2021,2021-02-14,60,2021-02-14,B.1.525
England/OXON-F6DCC2/2021,2021-02-12,59,2021-02-07,B.1.525
England/ALDP-12950ED/2021,2021-02-11,59,2021-02-07,B.1.525
England/MILK-1285341/2021,2021-02-11,59,2021-02-07,B.1.525
England/RAND-12BFA85/2021,2021-02-10,59,2021-02-07,B.1.525
England/CAMC-126408D/2021,2021-02-10,59,2021-02-07,B.1.525
England/RAND-12CDB81/2021,2021-02-09,59,2021-02-07,B.1.525
England/EKHU-2610C94/2021,2021-02-09,59,2021-02-07,B.1.525
England/EKHU-2610C76/2021,2021-02-09,59,2021-02-07,B.1.525
England/EKHU-2610D82/2021,2021-02-09,59,2021-02-07,B.1.525
England/EKHU-2610CEF/2021,2021-02-09,59,2021-02-07,B.1.525
England/ALDP-1278666/2021,2021-02-09,59,2021-02-07,B.1.525
England/CAMC-12538D4/2021,2021-02-09,59,2021-02-07,B.1.525
England/LIVE-E02282/2021,2021-02-08,59,2021-02-07,B.1.525
England/LIVE-E0247D/2021,2021-02-08,59,2021-02-07,B.1.525
England/LIVE-E02343/2021,2021-02-08,59,2021-02-07,B.1.525
England/MILK-12813CD/2021,2021-02-08,59,2021-02-07,B.1.525
England/MILK-126FC8E/2021,2021-02-07,59,2021-02-07,B.1.525
England/MILK-12525A1/2021,2021-02-07,59,2021-02-07,B.1.525
England/MILK-1261BCB/2021,2021-02-06,58,2021-01-31,B.1.525
England/RAND-125A248/2021,2021-02-05,58,2021-01-31,B.1.525
England/CAMC-1208540/2021,2021-02-05,58,2021-01-31,B.1.525
England/EKHU-2611B87/2021,2021-02-03,58,2021-01-31,B.1.525
England/RAND-128FFE9/2021,2021-02-03,58,2021-01-31,B.1.525
England/CAMC-11E8231/2021,2021-02-03,58,2021-01-31,B.1.525
England/RAND-1277861/2021,2021-02-02,58,2021-01-31,B.1.525
Wales/PHWC-4C5E90/2021,2021-02-02,58,2021-01-31,B.1.525
England/MILK-11DE993/2021,2021-02-01,58,2021-01-31,B.1.525
England/MILK-11DE984/2021,2021-02-01,58,2021-01-31,B.1.525
England/MILK-11DEDE2/2021,2021-02-01,58,2021-01-31,B.1.525
England/CAMC-11E3CED/2021,2021-02-01,58,2021-01-31,B.1.525
England/ALDP-11CDCAD/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11CF29A/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11B2CF6/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11D5361/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11D5370/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11BE0D0/2021,2021-01-30,57,2021-01-24,B.1.525
England/ALDP-11C5E72/2021,2021-01-29,57,2021-01-24,B.1.525
England/MILK-119FD0B/2021,2021-01-28,57,2021-01-24,B.1.525
England/PHEC-15A789/2021,2021-01-28,57,2021-01-24,B.1.525
England/MILK-1204FFB/2021,2021-01-27,57,2021-01-24,B.1.525
England/MILK-1205033/2021,2021-01-27,57,2021-01-24,B.1.525
England/MILK-11C1FEC/2021,2021-01-27,57,2021-01-24,B.1.525
England/MILK-11C1FDD/2021,2021-01-27,57,2021-01-24,B.1.525
England/LOND-12DEC99/2021,2021-01-27,57,2021-01-24,B.1.525
England/MILK-118CC8C/2021,2021-01-26,57,2021-01-24,B.1.525
England/ALDP-1195E4E/2021,2021-01-26,57,2021-01-24,B.1.525
England/ALDP-118AFC1/2021,2021-01-26,57,2021-01-24,B.1.525
England/ALDP-11973E3/2021,2021-01-26,57,2021-01-24,B.1.525
England/EKHU-2611B2D/2021,2021-01-23,56,2021-01-17,B.1.525
England/MILK-1153635/2021,2021-01-22,56,2021-01-17,B.1.525
England/LOND-12DE0D9/2021,2021-01-22,56,2021-01-17,B.1.525
England/EKHU-2611AF3/2021,2021-01-21,56,2021-01-17,B.1.525
Wales/ALDP-1145539/2021,2021-01-21,56,2021-01-17,B.1.525
England/ALDP-1121ADA/2021,2021-01-21,56,2021-01-17,B.1.525
Scotland/EDB16145/2021,2021-01-20,56,2021-01-17,B.1.525
Scotland/EDB16146/2021,2021-01-20,56,2021-01-17,B.1.525
England/CAMC-10FAB6F/2021,2021-01-20,56,2021-01-17,B.1.525
England/CAMC-10FAC3F/2021,2021-01-20,56,2021-01-17,B.1.525
England/OXON-F5843B/2021,2021-01-19,56,2021-01-17,B.1.525
England/ALDP-10E1E44/2021,2021-01-19,56,2021-01-17,B.1.525
England/ALDP-10E1E08/2021,2021-01-19,56,2021-01-17,B.1.525
England/ARCH-000056H7/2021,2021-01-18,56,2021-01-17,B.1.525
England/CAMC-10FD391/2021,2021-01-18,56,2021-01-17,B.1.525
England/MILK-10CF2C8/2021,2021-01-17,56,2021-01-17,B.1.525
England/QEUH-1031C4B/2021,2021-01-15,55,2021-01-10,B.1.525
England/CAMC-1062BCC/2021,2021-01-15,55,2021-01-10,B.1.525
England/PORT-2E5E23/2021,2021-01-14,55,2021-01-10,B.1.525
England/PORT-2E5E32/2021,2021-01-14,55,2021-01-10,B.1.525
England/PORT-2E5E05/2021,2021-01-14,55,2021-01-10,B.1.525
England/ALDP-101B096/2021,2021-01-14,55,2021-01-10,B.1.525
England/PORT-2E5D08/2021,2021-01-13,55,2021-01-10,B.1.525
England/ALDP-FB91F5/2021,2021-01-11,55,2021-01-10,B.1.525
England/ALDP-FA3756/2021,2021-01-09,54,2021-01-03,B.1.525
England/QEUH-E93A7F/2021,2021-01-04,54,2021-01-03,B.1.525
England/QEUH-E948CF/2021,2021-01-04,54,2021-01-03,B.1.525
England/QEUH-E93C6A/2021,2021-01-04,54,2021-01-03,B.1.525
England/QEUH-E93AAC/2021,2021-01-04,54,2021-01-03,B.1.525
England/MILK-DAD606/2020,2020-12-28,53,2020-12-27,B.1.525
England/MILK-CA47FE/2020,2020-12-16,51,2020-12-13,B.1.525
England/CAMC-C769B3/2020,2020-12-15,51,2020-12-13,B.1.525
